 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2021 - Brasil
População residente por Município e Ano
Município: 354850 Santos
Período:2015-2021
"Município";"2015";"2016";"2017";"2018";"2019";"2020";"2021"
"354850 Santos";431854;432231;432594;432957;433311;433656;433991
"Total";431854;432231;432594;432957;433311;433656;433991
 Fonte:
 
 2000 a 2021 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

